@relation QueryResult-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R3

@attribute sentence string
@attribute isRelevant {0,1}

@data
'Because of that I used the withContextClassLoader(ClassLoader, () -> { ... }) lambda method.',1
'Looks good to me.',1
'I\'ll check why the context classloader is required in clustering later on.',1
'I think the case was that clustering was under shared libraries and resources loaded per-core couldn\'t figure where to load classes from.',1
'I did some live test with the standalone techproducts example.',1
'I have seen no issues, so I think this should be fine to commit.',1
'I will add a CHANGES entry in both Lucene and Solr, because this affects both projects.',0
'Unfortunately the latest test failures on master make it hard to differentiate between failures caused by my changes and ones already there.',1
'But all failures in tests that I see here, look like the ones Jenkins is drinking with his beers!',0
'This is not a good state, the test suite should pass for a clean checkout.',0
'Commit 5de15ff403fbf4afe68718151617e6104f7e3888 in lucene-solr\'s branch refs/heads/master from Uwe Schindler\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=5de15ff ]\nLUCENE-7883: Lucene/Solr no longer uses the context class loader when resolving resources',0
'I added changes and migrate entries and committed to master (7.0).',1
'Here is a patch.',1
'+1 good catch!',1
+1,1
'Commit 3a0c2a691d4fea1670b3d071032fc54c716b5d1a in lucene-solr\'s branch refs/heads/branch_6_5 from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=3a0c2a6 ]\nLUCENE-7755: Join queries should not reference IndexReaders.',0
'Commit bd2ec8e40e83e4712062c37ed121132054409918 in lucene-solr\'s branch refs/heads/branch_6x from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=bd2ec8e ]\nLUCENE-7755: Join queries should not reference IndexReaders.',0
'Commit edafcbad14482f3cd2f072fdca0c89600e72885d in lucene-solr\'s branch refs/heads/master from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=edafcba ]\nLUCENE-7755: Join queries should not reference IndexReaders.',0
'Patch that ensures we won\'t add any new compiler warnings in several categories (that we\'re pretty good on already) in the future.',1
'We can deal with fixing existing rawtypes or a few other classes of warning in the future.',1
'David Smiley - you seemed interested in this conversation last time it came up.',0
'Thanks for filing this issue!',0
'Are all the changes in this patch necessary to get the build to pass?',1
'So to clarify... no code (outside what the patch touches) needs adjustments?',1
'Yes, the build passes for me with only the two additional changes in WordDictionary and SimpleServer.',1
'Warnings for -Xlint:-auxiliaryclass -Xlint:-deprecation -Xlint:-rawtypes -Xlint:-serial -Xlint:-unchecked are all disabled.',1
'Each of those causes a lot of errors that I\'d like to see eventually followed up on.',1
'The auxiliary class warnings are the easiest of those, but still enough work that I felt like it should be a separate task.',1
'I also have a sneaking suspicion that this only affects lucene and solr is somehow ignoring it, but couldn\'t find anything to confirm that.',1
'Yes on Solr your change is not enabled: https://github.com/apache/lucene-solr/blob/master/solr/common-build.xml#L30\nWe should also review Solr (maybe in a separate issue).',1
'I am not sure if the warning exclusions are really needed, because we no longer have the general -Xlint.',1
'But it\'s good to have them listed!',1
'Yea, I like having them listed because it makes it easier to go back and look at them and decide which ones to add.',1
'I don\'t have access to an IBM jdk to check if that produces different output or not.',0
'Uwe Schindler - do you think this is fine to commit or we should tackle more work in this issue?',0
'Hi,\nIBM JDK8+ should also use OpenJDK internally, so I dont\'t think hit has much different options.',1
'I can try later, I have one installed.',0
'What do we do with Solr?',1
'Keep it as it is (it overrides to do no Xlint warnings at all and don\'t fail on warning).',1
'Otherwise I am fine with committing this.',1
'But we should really work on removing unsafe and rawtypes warnings from functions module.',1
'Now those are completely undetected (no warning, no error).',1
'Patch of 2 Jan 2017.',1
'This can be used as proximity subquery whenever SynonymQuery is used now, i.e.',1
'for synonym terms.',1
'I think this improves span scoring somewhat, see the tests and the test output when uncommenting showQueryResults for the test cases with two terms.',1
'Implementation:\nSynonymQuery exposes new methods getField() and SynonymWeight.getSimScorer() for use in SpanSynonymQuery.',1
'Improved use of o.a.l.index.Terms and TermsEnum in SynonymQuery, at most a single TermsEnum will be used.',1
'Aside: how about renaming Terms to FieldTerms?',1
'This takes DisjunctionSpans out of SpanOrQuery.',1
'This adds SynonymSpans as (an almost empty) subclass of DisjunctionSpans, for later further scoring improvement.',1
'PHRASE_TO_SPAN_TERM_POSITIONS_COST is used from SpanTermQuery and made package private there.',1
'Some plans for using this:\nIn LUCENE-7580 to get real synonym scoring behaviour.',1
'In Surround to score truncations.',1
'In the patch of 2 Jan 2017 the term contexts are extracted twice, once in SynonymWeight and once to create the SpanSynonymWeight.',1
'I\'ll post a fix later.',0
'Patch of 3 Jan 2017.',1
'Compared to yesterday, this adds getTermContexts() in SynonymWeight for use in SpanSynonymQuery.',1
'In SpanSynonymQuery.java here, this is not used:\n\n\nimport org.apache.lucene.search.similarities.Similarity;',1
'GitHub user PaulElschot opened a pull request:\n https://github.com/apache/lucene-solr/pull/165\n LUCENE-7615 of 8 March 2017.',0
'Adds support for SpanSynonymQuery in xml queryparser.',0
'You can merge this pull request into a Git repository by running:\n    $ git pull https://github.com/PaulElschot/lucene-solr lucene7615-20170308\nAlternatively you can review and apply these changes as the patch at:\n https://github.com/apache/lucene-solr/pull/165.patch\nTo close this pull request, make a commit to your master/trunk branch\nwith (at least) the following in the commit message:\n    This closes #165\n\ncommit 676c13c0c70e3f344ad6fb430eb5868270be83aa\nAuthor: Paul Elschot <paul.j.elschot@gmail.com>\nDate:   2017-03-08T22:10:40Z\n LUCENE-7615 of 8 March 2017.',0
'Adds support for SpanSynonymQuery in xml queryparser.',0
'GitHub user tballison opened a pull request:\n https://github.com/apache/lucene-solr/pull/75\n LUCENE-7434, first draft\n LUCENE-7434, first draft\nYou can merge this pull request into a Git repository by running:\n    $ git pull https://github.com/tballison/lucene-solr master\nAlternatively you can review and apply these changes as the patch at:\n https://github.com/apache/lucene-solr/pull/75.patch\nTo close this pull request, make a commit to your master/trunk branch\nwith (at least) the following in the commit message:\n    This closes #75\n\ncommit c37f1e0d66f1f28a5c83033d9496cc33c55f265e\nAuthor: tballison <tallison@mitre.org>\nDate:   2016-09-01T19:33:55Z\n LUCENE-7434, first draft',0
'But this allow to create Span Disjunction Query, which is considered as a black sheep in Lucene herd.',1
'I don\'t know why exactly, but have an idea.',0
'Sorry, I\'ve been away from Lucene for too long.',0
'Can you explain a bit more?',0
'Thanks Tim Allison for creating this issue.',0
'In order to merge threads, I want to clarify that my original question was about limiting the search window as well as the number of matches.',1
'The slop  parameter sets the maximum distance allowed between each of the subspans and I was looking to add another parameter for the maximum window in which multiple the sub spans should appear together - between the beginning of the first, to the beginning/end of the last one.',1
'As it happens I am in slow progress making something for the case minNumberShouldMatch=2, all pairs.',1
'In case there is interest in an early version of that, please let me know.',0
'For the maximum window there will be similar restrictions as for LUCENE-7398.',1
'This all pairs thing is useful here anyway, so here it is.',1
'There is a nocommit for an unfinished corner.',0
'It splits off DisjunctionSpans from SpanOr and uses that to determine the matching pairs.',1
Interesting.,1
'Whoa on LUCENE-7398!',0
'What\'s the use case for minNumberShouldMatch=2, all pairs?',0
'Apologies for my daftness...',0
'What\'s the use case for minNumberShouldMatch=2, all pairs?',0
'This might generalize to higher values of minNumberShouldMatch, and replacing the slop by a window is easy.',1
'For higher values of minNumberShouldMatch it would probably be good to reuse the implementation from boolean queries.',1
'Ah, ok.',0
'Thank you.',0
'Is my proposed approach flawed for the minNumberShouldMatch component of Saar Carmi\'s request?',0
'Is my proposed approach flawed for the minNumberShouldMatch component ... ?',0
'Looking at the code on github here https://github.com/apache/lucene-solr/pull/75/commits/c37f1e0d66f1f28a5c83033d9496cc33c55f265e\nit uses NearSpansOrdered and NearSpansUnOrdered with all subSpans, as usual, see lines 277/278.',0
'I think that is too strict when more than the required number of subSpans are actually present in the segment.',1
'The check for presence of subSpans should be at document level, and even then fewer than present might match for the given slop/window.',1
'The (untested) all pairs code above tries to do that, but only for pairs of subSpans.',1
'If I get it right, this is a minor difference.',1
'For my case it should be fine.',1
'Dupe of LUCENE-3369?',0
Y.,0
'Thank you.',0
'Thanks to Trejkaz for pointing out that LUCENE-7434 is a duplicate of LUCENE-3369.',0
'Very cool.',1
'I\'ve been meaning to look into TermAutomatonQueries for a while.',1
'My two concerns: I\'m not sure how this could play nicely with the other SpanQueries, and we\'d want to integrate multiterm handling.',1
'I think so, if we blow up the seed sequence to a a a B B B c c c d d d.',1
'attaching a proof for x a a a and a terrific pic for it',0
'The most intriguing question about TermAutomatonQuery is its\' efficiency.',1
'Can it load term positions only for those docs which passed term level minShouldMatch condition?',1
'eg if someone can experiment, it would be great to search with this query on a huge index and then compare it to to the same query intersected with minShouldMatch disjunction with plain term queries.',1
'Will the later speedups TAQ by faster dragging?',1
'The most intriguing question about TermAutomatonQuery is its\' efficiency.',1
'I think there\'s plenty of work to be done here.',0
E.g.,0
'LUCENE-6824 would at least rewrite TAQ to simpler queries when possible.',1
'Commit 0c1cab71920a540807555501f7198ca402e16740 in lucene-solr\'s branch refs/heads/branch_6x from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=0c1cab7 ]\nLUCENE-7401: Make sure BKD trees index all dimensions.',0
'Commit ba47f530d1165d4518569422472bc9e4f1c04b26 in lucene-solr\'s branch refs/heads/master from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=ba47f53 ]\nLUCENE-7401: Make sure BKD trees index all dimensions.',0
'Thanks Mike for having a look.',0
'I am looking into it.',0
'It does not seem to be related to BS1 this time since the test still fails when I disable BS1.',0
'This is a test bug.',0
'CheckHits assumes that if there is a single sub explanation, then its value is necessarily the same as the parent explanation.',1
'This fails with dismax when there is a single sub that produces a negative score since in that case it uses 0 as a max score and multiplies the score with the tie breaker factor.',1
'+1\nThank you for digging Adrien Grand!',0
'Commit c5defadd70a9f91bc31012b7c31c39f16d883849 in lucene-solr\'s branch refs/heads/branch_6x from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=c5defad ]\nLUCENE-7352: Fix CheckHits for DisjunctionMax queries that generate negative scores.',0
'Commit 1e4d51f4085664ef073ecac18dd572b0a9a02757 in lucene-solr\'s branch refs/heads/master from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=1e4d51f ]\nLUCENE-7352: Fix CheckHits for DisjunctionMax queries that generate negative scores.',0
'Bulk close resolved issues after 6.2.0 release.',1
'I have been experimenting with the attached patch, which compresses doc ids based on the number of required bytes to store them (it only specializes 8, 16, 24 and 32 bits per doc id) and also adds delta-compression for blocks whose values are all the same.',1
'The IndexAndSearchOpenStreetMaps reported a slow down of 1.7\\\% for the box benchmark (72.3 QPS -> 71.1 QPS) but storage requirements decreased by 9.1\\\% (635MB -> 577MB).',1
'The storage requirements improve even more with types that require fewer bytes (LatLonPoint requires 8 bytes per value).',1
'For instance indexing 10M random half floats with the patch requires 28MB vs 43MB on master (-35\\\%).',1
'Updated patch.',1
'It now specializes both reading doc ids into an array and feeding a visitor, which seems to help get the performance back to what it is on master, or at least less than 1\\\% slower (not easy to distinguish minor slowdowns to noise at this stage).',1
'It has 3 cases:\n\nincreasing doc ids, which is expected to happen for either sorted segments or when all docs in a block have the same value.',1
'In that case, we delta-encode using vints.',1
'doc ids requiring less than 24 bits, which are encoded on 3 bytes.',1
'doc ids requiring less than 32 bits, which are encoded on 4 bytes like on master today.',1
'I think it\'s ready to go?',0
'I like this better than the last patch, I think the optimization is more general.',1
'I think in the base test class, tesMostEqual() is a mistake?',1
'Hmm I can remove both actually, they do not bring value now that the detection of whether doc ids are sorted is based on the doc ids themselves rather than the fact that there is a single value in a block.',1
'Commit 01de73bc0a1b315bbbe4df046b5c0661cec8de2e in lucene-solr\'s branch refs/heads/branch_6x from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=01de73b ]\nLUCENE-7351: Doc id compression for points.',0
'Commit d66e9935c39ed859659de46d3d5cfb66f2279bd4 in lucene-solr\'s branch refs/heads/master from Adrien Grand\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=d66e993 ]\nLUCENE-7351: Doc id compression for points.',0
'Bulk close resolved issues after 6.2.0 release.',1
'Simple patch:\n\nremoves GeoPointTestUtil from TestGeoPointQuery\nfixes a range corner case in GeoPointPrefixTermsEnum\nadds an explicit test for the corner case',1
+1,1
'Commit 1bbac6bbd896c110d08656f79fef3ce6d7828d6b in lucene-solr\'s branch refs/heads/branch_6_1 from Nicholas Knize\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=1bbac6b ]\nLUCENE-7331: Remove GeoPointTestUtil from TestGeoPointQuery.',0
'Commit f767855da30e8d8b070b7566cb6eebb29af63334 in lucene-solr\'s branch refs/heads/master from Nicholas Knize\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=f767855 ]\nLUCENE-7331: Remove GeoPointTestUtil from TestGeoPointQuery.',0
'Nicholas Knize Did you forget to cherry-pick to branch_6x?',0
'Commit 7448abb3bca7b8204e56a52fc115f7a2d813884d in lucene-solr\'s branch refs/heads/branch_6x from Nicholas Knize\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=7448abb ]\nLUCENE-7331: Remove GeoPointTestUtil from TestGeoPointQuery.',0
'David Smiley Pinging you in case you want to have a chance to look into it before we release 6.1.',0
'FYI the seed still reproduces for me on master.',0
'No I didn\'t; I already caught that and will commit that unchanged.',0
'Commit b33d7176aa3624df2de1708b17919f20d034872f in lucene-solr\'s branch refs/heads/master from David Smiley\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=b33d717 ]\nLUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes',0
'Commit 7520d79e040c16c5ab666f1ad28c8665fb0ceb40 in lucene-solr\'s branch refs/heads/branch_6x from David Smiley\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=7520d79 ]\nLUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes\n(cherry picked from commit b33d717)',0
'Commit 6372c0b4042ec2c8d94e50e5c2b9c1df469414e2 in lucene-solr\'s branch refs/heads/branch_6_1 from David Smiley\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=6372c0b ]\nLUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes\n(cherry picked from commit 7520d79)',0
'Reopening to backport to 6.0.2, 5.6 and 5.5.2',1
'Commit 5c546537d7b8130c05263832baff4946260f6a31 in lucene-solr\'s branch refs/heads/branch_5_5 from David Smiley\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=5c54653 ]\nLUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes\n(cherry picked from commit 7520d79)',0
'Commit 1d7ad90947699e103de39fded5b78f76a30e449b in lucene-solr\'s branch refs/heads/branch_5_5 from Steve Rowe\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=1d7ad90 ]\nLUCENE-7291: Add 5.5.2 CHANGES entry',0
'Commit f6b0fb95dea43f9f508b613cf32f489aaa263c4e in lucene-solr\'s branch refs/heads/branch_5x from David Smiley\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=f6b0fb9 ]\nLUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes\n(cherry picked from commit 7520d79)',0
'Commit a7f2876ec5ce9ca5ef271cad97027a5cb5e43619 in lucene-solr\'s branch refs/heads/branch_6_0 from David Smiley\n[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=a7f2876 ]\nLUCENE-7291: Fix spatial HeatmapFacetCounter bug with dateline and large non-point shapes\n(cherry picked from commit 7520d79)',0
'This patch changes the DocIdSetBuilder API.',1
'add() is gone.',1
'Instead, grow() returns a new BulkAdder object that can be used to add up to the number of documents that have been passed to the grow() method.',1
'This helps save conditionals since the add method never needs to care about whether the buffer is large enough or whether to upgrade to a bitset since everything is done up-front in the grow() call.',1
'One possible downside to this change is that it changes a predictable branch (that is handled at the CPU level) into a method call... which if it\'s not monomorphic can be un-inlined at the point of the call and thus end up slower (method call vs predictable branch).',1
'Will be interesting to see the benchmark results.',0
'I benchmarked it using IndexAndSearchOpenStreetMaps by temporarily using DocIdSetBuilder instead of MatchingPoints (I did not use luceneutil since its numeric range queries match too many docs).',1
'The QPS went from 33.4 (old DocIdSetBuilder.add) to 35.0 with this patch.',1
'In that case I think it works well since the base class is an abstract class and there are only two impls, which the JVM can efficiently optimize.',1
'(For the record, most queries of the benchmark upgrade to a bitset so both impls are used.)',1
